S_no,Date,State,TotalSamples,Negative,Positive
9151,12/28/2020,Maharashtra,12543772,,
9152,12/29/2020,Maharashtra,12600754,,
9153,12/30/2020,Maharashtra,12672259,,
9154,12/31/2020,Maharashtra,12747633,,
9155,1/1/2021,Maharashtra,12823834,,
9156,1/2/2021,Maharashtra,12890441,,
9157,1/3/2021,Maharashtra,12958502,,
9158,1/4/2021,Maharashtra,13004876,,
9159,1/5/2021,Maharashtra,13061976,,
9160,1/6/2021,Maharashtra,13134019,,
9161,1/7/2021,Maharashtra,13199201,,
9162,1/8/2021,Maharashtra,13267917,,
9163,1/9/2021,Maharashtra,13338488,,
9164,1/10/2021,Maharashtra,13401170,,
9165,1/11/2021,Maharashtra,13443229,,
9166,1/12/2021,Maharashtra,13500734,,
9167,1/13/2021,Maharashtra,13562194,,
9168,1/14/2021,Maharashtra,13623298,,
9169,1/15/2021,Maharashtra,13684589,,
9170,1/16/2021,Maharashtra,13743486,,
9171,1/17/2021,Maharashtra,13806387,,
9172,1/18/2021,Maharashtra,13845897,,
9173,1/19/2021,Maharashtra,13895277,,
9174,1/20/2021,Maharashtra,13957469,,
9175,1/21/2021,Maharashtra,14019188,,
9176,1/22/2021,Maharashtra,14080930,,
9177,1/23/2021,Maharashtra,14145829,,
9178,1/24/2021,Maharashtra,14207595,,
9179,1/25/2021,Maharashtra,14257998,,
9180,1/26/2021,Maharashtra,14315227,,
9181,1/27/2021,Maharashtra,14367094,,
9182,1/28/2021,Maharashtra,14430223,,
9183,1/29/2021,Maharashtra,14496359,,
9184,1/30/2021,Maharashtra,14559160,,
9185,1/31/2021,Maharashtra,14617168,,
9186,2/1/2021,Maharashtra,14656223,,
9187,2/2/2021,Maharashtra,14706992,,
9188,2/3/2021,Maharashtra,14764744,,
9189,2/4/2021,Maharashtra,14821561,,
9190,2/5/2021,Maharashtra,14875633,,
9191,2/6/2021,Maharashtra,14928130,,
9192,2/7/2021,Maharashtra,14977683,,
9193,2/8/2021,Maharashtra,15010037,,
9194,2/9/2021,Maharashtra,15058995,,
9195,2/10/2021,Maharashtra,15108645,,
9196,2/11/2021,Maharashtra,15163781,,
9197,2/12/2021,Maharashtra,15219416,,
9198,2/13/2021,Maharashtra,15272826,,
9199,2/14/2021,Maharashtra,15321608,,
9200,2/15/2021,Maharashtra,15359026,,
9201,2/16/2021,Maharashtra,15396444,,
9202,2/17/2021,Maharashtra,15455268,,
9203,2/18/2021,Maharashtra,15521198,,
9204,2/19/2021,Maharashtra,15588324,,
9205,2/20/2021,Maharashtra,15652742,,
9206,2/21/2021,Maharashtra,15720259,,
9207,2/22/2021,Maharashtra,15793424,,
9208,2/23/2021,Maharashtra,15860912,,
9209,2/24/2021,Maharashtra,15941773,,
9210,2/25/2021,Maharashtra,16026587,,
9211,2/26/2021,Maharashtra,16112519,,
9212,2/27/2021,Maharashtra,16199818,,
9213,2/28/2021,Maharashtra,16284612,,
9214,3/1/2021,Maharashtra,16346358,,
9215,3/2/2021,Maharashtra,16421879,,
9216,3/3/2021,Maharashtra,16509506,,
9217,3/4/2021,Maharashtra,16596300,,
9218,3/5/2021,Maharashtra,16686880,,
9219,3/6/2021,Maharashtra,16776051,,
9220,3/7/2021,Maharashtra,16867286,,
9221,3/8/2021,Maharashtra,16938227,,
9222,3/9/2021,Maharashtra,17022315,,
9223,3/10/2021,Maharashtra,17115534,,
9224,3/11/2021,Maharashtra,17213312,,
9225,3/12/2021,Maharashtra,17310586,,
9226,3/13/2021,Maharashtra,17408504,,
9227,3/14/2021,Maharashtra,17516885,,
9228,3/15/2021,Maharashtra,17609248,,
9229,3/16/2021,Maharashtra,17715522,,
9230,3/17/2021,Maharashtra,17835495,,
9231,3/18/2021,Maharashtra,17956830,,
9232,3/19/2021,Maharashtra,18083977,,
9233,3/20/2021,Maharashtra,18218001,,
9234,3/21/2021,Maharashtra,18356200,,
9235,3/22/2021,Maharashtra,18462030,,
9236,3/23/2021,Maharashtra,18584463,,
9237,3/24/2021,Maharashtra,18725307,,
9238,3/25/2021,Maharashtra,18878754,,
9239,3/26/2021,Maharashtra,19035439,,
9240,3/27/2021,Maharashtra,19192750,,
9241,3/28/2021,Maharashtra,19358341,,
9242,3/29/2021,Maharashtra,19495189,,
9243,3/30/2021,Maharashtra,19625065,,
9244,3/31/2021,Maharashtra,19792143,,
9245,4/1/2021,Maharashtra,19975341,,
9246,4/2/2021,Maharashtra,20158719,,
9247,4/3/2021,Maharashtra,20343123,,
9248,4/4/2021,Maharashtra,20540111,,
9249,4/5/2021,Maharashtra,20715793,,
9250,4/6/2021,Maharashtra,20917486,,
9251,4/7/2021,Maharashtra,21148736,,
9252,4/8/2021,Maharashtra,21385551,,
9253,4/9/2021,Maharashtra,21631258,,
9254,4/10/2021,Maharashtra,21851235,,
9255,4/11/2021,Maharashtra,22114372,,
9256,4/12/2021,Maharashtra,22322393,,
9257,4/13/2021,Maharashtra,22560051,,
9258,4/14/2021,Maharashtra,22802200,,
9259,4/15/2021,Maharashtra,23036652,,
9260,4/16/2021,Maharashtra,23308878,,
9261,4/17/2021,Maharashtra,23580913,,
9262,4/18/2021,Maharashtra,23854185,,
9263,4/19/2021,Maharashtra,24075811,,
9264,4/20/2021,Maharashtra,24341736,,
9265,4/21/2021,Maharashtra,24614480,,
9266,4/22/2021,Maharashtra,24895986,,
9267,4/23/2021,Maharashtra,25173596,,
9268,4/24/2021,Maharashtra,25460008,,
9269,4/25/2021,Maharashtra,25749543,,
9270,4/26/2021,Maharashtra,25972018,,
9271,4/27/2021,Maharashtra,26254737,,
9272,4/28/2021,Maharashtra,26527862,,
9273,4/29/2021,Maharashtra,26816075,,
9274,4/30/2021,Maharashtra,27106282,,
9275,5/1/2021,Maharashtra,27395288,,
9276,5/2/2021,Maharashtra,27652758,,
9277,5/3/2021,Maharashtra,27864426,,
9278,5/4/2021,Maharashtra,28105382,,
9279,5/5/2021,Maharashtra,28384582,,
9280,5/6/2021,Maharashtra,28661668,,
9281,5/7/2021,Maharashtra,28930580,,
9282,5/8/2021,Maharashtra,29191331,,
9283,5/9/2021,Maharashtra,29438797,,
9284,5/10/2021,Maharashtra,29631127,,
9285,5/11/2021,Maharashtra,29848791,,
9286,5/12/2021,Maharashtra,30100958,,
9287,5/13/2021,Maharashtra,30351356,,
9288,5/14/2021,Maharashtra,30602140,,
9289,5/15/2021,Maharashtra,30839404,,
9290,5/16/2021,Maharashtra,31103991,,
9291,5/17/2021,Maharashtra,31338407,,
9292,5/18/2021,Maharashtra,31588717,,
9293,5/19/2021,Maharashtra,31874364,,
9294,5/20/2021,Maharashtra,32154275,,
9295,5/21/2021,Maharashtra,32441776,,
9296,5/22/2021,Maharashtra,32723361,,
9297,5/23/2021,Maharashtra,33013516,,
9298,5/24/2021,Maharashtra,33277290,,
9299,5/25/2021,Maharashtra,33541565,,
9300,5/26/2021,Maharashtra,33824959,,
9301,5/27/2021,Maharashtra,34086110,,
9302,5/28/2021,Maharashtra,34350186,,
9303,5/29/2021,Maharashtra,34608945,,
9304,5/30/2021,Maharashtra,34861608,,
9305,5/31/2021,Maharashtra,35055054,,
9306,6/1/2021,Maharashtra,35277653,,
9307,6/2/2021,Maharashtra,35514594,,
9308,6/3/2021,Maharashtra,35774626,,
9309,6/4/2021,Maharashtra,36031395,,
9310,6/5/2021,Maharashtra,36271483,,
9311,6/6/2021,Maharashtra,36508967,,
9312,6/7/2021,Maharashtra,36696139,,
9313,6/8/2021,Maharashtra,36907181,,
9314,6/9/2021,Maharashtra,37128093,,
9315,6/10/2021,Maharashtra,37356704,,
9316,6/11/2021,Maharashtra,37611005,,
9317,6/12/2021,Maharashtra,37834054,,
9318,6/13/2021,Maharashtra,38046590,,
9319,6/14/2021,Maharashtra,38215492,,
9320,6/15/2021,Maharashtra,38418130,,
9321,6/16/2021,Maharashtra,38641639,,
9322,6/17/2021,Maharashtra,38857644,,
9323,6/18/2021,Maharashtra,39078541,,
9324,6/19/2021,Maharashtra,39312920,,
9325,6/20/2021,Maharashtra,39514858,,
9326,6/21/2021,Maharashtra,39669693,,
9327,6/22/2021,Maharashtra,39886554,,
9328,6/23/2021,Maharashtra,40128355,,
9329,6/24/2021,Maharashtra,40360931,,
9330,6/25/2021,Maharashtra,40596965,,
9331,6/26/2021,Maharashtra,40831332,,
9332,6/27/2021,Maharashtra,41042198,,
9333,6/28/2021,Maharashtra,41208361,,
9334,6/29/2021,Maharashtra,41398501,,
9335,6/30/2021,Maharashtra,41637950,,
9336,7/1/2021,Maharashtra,41875217,,
9337,7/2/2021,Maharashtra,42096506,,
9338,7/3/2021,Maharashtra,42320880,,
9339,7/4/2021,Maharashtra,42542943,,
9340,7/5/2021,Maharashtra,42712460,,
9341,7/6/2021,Maharashtra,42908288,,
9342,7/7/2021,Maharashtra,43124800,,
9343,7/8/2021,Maharashtra,43350257,,
9344,7/9/2021,Maharashtra,43565119,,
9345,7/10/2021,Maharashtra,43800139,,
9346,7/11/2021,Maharashtra,44010550,,
9347,7/12/2021,Maharashtra,44186449,,
9348,7/13/2021,Maharashtra,44383113,,
9349,7/14/2021,Maharashtra,44609276,,
9350,7/15/2021,Maharashtra,44824211,,
9351,7/16/2021,Maharashtra,45039617,,
9352,7/17/2021,Maharashtra,45260468,,
9353,7/18/2021,Maharashtra,45481252,,
9354,7/19/2021,Maharashtra,45648898,,
9355,7/20/2021,Maharashtra,45846165,,
9356,7/21/2021,Maharashtra,46068435,,
9357,7/22/2021,Maharashtra,46264059,,
9358,7/23/2021,Maharashtra,46446360,,
9359,7/24/2021,Maharashtra,46644448,,
9360,7/25/2021,Maharashtra,46846984,,
9361,7/26/2021,Maharashtra,46995122,,
9362,7/27/2021,Maharashtra,47176715,,
9363,7/28/2021,Maharashtra,47369757,,
9364,7/29/2021,Maharashtra,47559938,,
9365,7/30/2021,Maharashtra,47760862,,
9366,7/31/2021,Maharashtra,47967609,,
9367,8/1/2021,Maharashtra,48185350,,
9368,8/2/2021,Maharashtra,48352467,,
9369,8/3/2021,Maharashtra,48532523,,
9370,8/4/2021,Maharashtra,48744201,,
9371,8/5/2021,Maharashtra,48962106,,
9372,8/6/2021,Maharashtra,49172531,,
9373,8/7/2021,Maharashtra,49372212,,
9374,8/8/2021,Maharashtra,49568519,,
9375,8/9/2021,Maharashtra,49725694,,
9376,8/10/2021,Maharashtra,49905065,,
9377,4/14/2020,Manipur,276,,2
9378,4/17/2020,Manipur,311,,2
9379,4/24/2020,Manipur,402,,2
9380,4/25/2020,Manipur,416,,2
9381,4/30/2020,Manipur,459,,2
9382,5/1/2020,Manipur,461,,2
9383,5/2/2020,Manipur,468,,2
9384,5/4/2020,Manipur,571,,2
9385,5/7/2020,Manipur,684,,2
9386,5/8/2020,Manipur,756,,2
9387,5/9/2020,Manipur,865,,2
9388,5/10/2020,Manipur,1096,,2
9389,5/11/2020,Manipur,1337,,2
9390,5/13/2020,Manipur,1706,,2
9391,5/15/2020,Manipur,1799,,3
9392,5/16/2020,Manipur,1900,,4
9393,5/18/2020,Manipur,2483,,7
9394,5/20/2020,Manipur,3087,,20
9395,5/22/2020,Manipur,3721,,26
9396,5/23/2020,Manipur,4094,,29
9397,5/25/2020,Manipur,5041,,36
9398,5/26/2020,Manipur,6233,,39
9399,5/27/2020,Manipur,6836,,44
9400,5/28/2020,Manipur,7758,,55
9401,5/29/2020,Manipur,8596,,59
9402,6/3/2020,Manipur,12454,,118
9403,6/5/2020,Manipur,14629,,132
9404,6/7/2020,Manipur,17028,,172
9405,6/9/2020,Manipur,18612,,304
9406,6/10/2020,Manipur,19756,,311
9407,6/11/2020,Manipur,20528,,366
9408,6/13/2020,Manipur,24046,,449
9409,6/14/2020,Manipur,25226,,458
9410,6/15/2020,Manipur,26458,,490
9411,6/17/2020,Manipur,29865,,552
9412,6/18/2020,Manipur,30476,,606
9413,6/19/2020,Manipur,32093,,681
9414,6/21/2020,Manipur,35943,,841
9415,6/22/2020,Manipur,38286,,898
9416,6/23/2020,Manipur,40829,,921
9417,6/24/2020,Manipur,43477,,970
9418,6/25/2020,Manipur,45253,,1056
9419,6/27/2020,Manipur,48220,,1092
9420,6/29/2020,Manipur,49882,,1227
9421,7/2/2020,Manipur,53030,,1279
9422,7/3/2020,Manipur,53608,,1316
9423,7/4/2020,Manipur,54483,,1325
9424,7/6/2020,Manipur,56584,,1390
9425,7/7/2020,Manipur,57769,,1430
9426,7/9/2020,Manipur,59740,,1450
9427,7/10/2020,Manipur,60887,,1582
9428,7/11/2020,Manipur,61897,,1593
9429,7/12/2020,Manipur,63534,,1609
9430,7/15/2020,Manipur,65866,,1700
9431,7/17/2020,Manipur,68554,,1800
9432,7/18/2020,Manipur,70195,,1891
9433,7/19/2020,Manipur,71016,,1911
9434,7/20/2020,Manipur,71703,,1925
9435,7/21/2020,Manipur,73053,,2015
9436,7/22/2020,Manipur,73866,,2060
9437,7/23/2020,Manipur,74614,,2115
9438,7/24/2020,Manipur,75932,,2146
9439,7/25/2020,Manipur,76992,,2176
9440,7/26/2020,Manipur,78368,,2235
9441,7/27/2020,Manipur,80055,,2286
9442,7/28/2020,Manipur,80603,,2317
9443,7/29/2020,Manipur,83111,,2458
9444,7/31/2020,Manipur,85441,,2621
9445,8/3/2020,Manipur,89403,,2920
9446,8/4/2020,Manipur,90901,,3018
9447,8/5/2020,Manipur,92617,,3093
9448,8/6/2020,Manipur,94808,,3217
9449,8/7/2020,Manipur,96837,,3466
9450,8/8/2020,Manipur,98819,,3635
9451,8/9/2020,Manipur,101230,,3753
9452,8/10/2020,Manipur,103268,,3853
9453,8/11/2020,Manipur,104263,,
9454,8/13/2020,Manipur,107469,,
9455,8/14/2020,Manipur,110026,,4198
9456,8/15/2020,Manipur,112780,,4390
9457,8/16/2020,Manipur,115041,,4569
9458,8/18/2020,Manipur,117299,,4765
9459,8/19/2020,Manipur,120135,,
9460,8/20/2020,Manipur,122778,,
9461,8/21/2020,Manipur,125230,,
9462,8/22/2020,Manipur,128468,,
9463,8/23/2020,Manipur,131709,,
9464,8/24/2020,Manipur,135399,,
9465,8/25/2020,Manipur,137384,,
9466,8/26/2020,Manipur,140610,,
9467,8/27/2020,Manipur,142813,,
9468,8/28/2020,Manipur,146140,,
9469,8/29/2020,Manipur,149155,,
9470,8/30/2020,Manipur,152229,,
9471,8/31/2020,Manipur,155216,,
9472,9/1/2020,Manipur,158098,,
9473,9/2/2020,Manipur,160871,,
9474,9/5/2020,Manipur,169093,,
9475,9/6/2020,Manipur,172650,,
9476,9/7/2020,Manipur,174731,,
9477,9/8/2020,Manipur,177002,,
9478,9/10/2020,Manipur,183083,,
9479,9/11/2020,Manipur,185925,,
9480,9/12/2020,Manipur,188526,,
9481,9/13/2020,Manipur,190914,,
9482,9/14/2020,Manipur,193048,,
9483,9/15/2020,Manipur,196010,,
9484,9/16/2020,Manipur,198837,,
9485,9/17/2020,Manipur,201670,,
9486,9/18/2020,Manipur,204871,,
9487,9/19/2020,Manipur,206986,,
9488,9/20/2020,Manipur,209863,,
9489,9/21/2020,Manipur,212175,,
9490,9/22/2020,Manipur,215614,,
9491,9/23/2020,Manipur,217880,,
9492,9/24/2020,Manipur,221490,,
9493,9/25/2020,Manipur,225166,,
9494,9/26/2020,Manipur,228546,,
9495,9/27/2020,Manipur,231305,,
9496,9/28/2020,Manipur,234066,,
9497,9/29/2020,Manipur,238516,,
9498,9/30/2020,Manipur,241648,,
9499,10/1/2020,Manipur,243870,,
9500,10/2/2020,Manipur,246769,,
9501,10/3/2020,Manipur,250089,,
9502,10/4/2020,Manipur,252437,,
9503,10/5/2020,Manipur,254209,,
9504,10/6/2020,Manipur,256590,,
9505,10/7/2020,Manipur,259735,,
9506,10/8/2020,Manipur,271941,,
9507,10/9/2020,Manipur,283615,,
9508,10/10/2020,Manipur,288908,,
9509,10/11/2020,Manipur,292263,,
9510,10/12/2020,Manipur,304487,,
9511,10/13/2020,Manipur,306863,,
9512,10/15/2020,Manipur,311269,,
9513,10/16/2020,Manipur,313601,,
9514,10/17/2020,Manipur,318036,,
9515,10/18/2020,Manipur,320798,,
9516,10/19/2020,Manipur,322852,,
9517,10/20/2020,Manipur,325782,,
9518,10/21/2020,Manipur,327918,,
9519,10/23/2020,Manipur,333718,,
9520,10/24/2020,Manipur,335995,,
9521,10/25/2020,Manipur,337820,,
9522,10/27/2020,Manipur,342491,,
9523,10/29/2020,Manipur,347026,,
9524,10/31/2020,Manipur,351953,,
9525,11/1/2020,Manipur,354210,,
9526,11/2/2020,Manipur,357004,,
9527,11/3/2020,Manipur,358887,,
9528,11/4/2020,Manipur,361324,,
9529,11/6/2020,Manipur,366212,,
9530,11/7/2020,Manipur,368087,,
9531,11/8/2020,Manipur,370815,,
9532,11/9/2020,Manipur,372932,,
9533,11/11/2020,Manipur,377804,,
9534,11/12/2020,Manipur,380271,,
9535,11/13/2020,Manipur,382429,,
9536,11/14/2020,Manipur,384235,,
9537,11/16/2020,Manipur,388588,,
9538,11/17/2020,Manipur,390552,,
9539,11/18/2020,Manipur,391911,,
9540,11/19/2020,Manipur,393807,,
9541,11/21/2020,Manipur,397854,,
9542,11/22/2020,Manipur,400411,,
9543,11/24/2020,Manipur,406095,,
9544,11/27/2020,Manipur,413240,,
9545,11/28/2020,Manipur,415891,,
9546,11/29/2020,Manipur,418298,,
9547,11/30/2020,Manipur,420342,,
9548,12/1/2020,Manipur,423035,,
9549,12/2/2020,Manipur,426119,,
9550,12/3/2020,Manipur,428199,,
9551,12/4/2020,Manipur,430239,,
9552,12/5/2020,Manipur,432298,,
9553,12/6/2020,Manipur,434752,,
9554,12/7/2020,Manipur,437175,,
9555,12/8/2020,Manipur,439844,,
9556,12/10/2020,Manipur,445505,,
9557,12/11/2020,Manipur,447694,,
9558,12/12/2020,Manipur,449857,,
9559,12/13/2020,Manipur,452528,,
9560,12/14/2020,Manipur,454148,,
9561,12/15/2020,Manipur,456528,,
9562,12/17/2020,Manipur,460665,,
9563,12/22/2020,Manipur,468035,,
9564,12/23/2020,Manipur,469290,,
9565,12/24/2020,Manipur,470469,,
9566,12/25/2020,Manipur,471346,,
9567,12/26/2020,Manipur,472612,,
9568,12/27/2020,Manipur,473660,,
9569,12/28/2020,Manipur,474524,,
9570,1/5/2021,Manipur,482953,,
9571,1/6/2021,Manipur,484557,,
9572,1/7/2021,Manipur,486172,,
9573,1/8/2021,Manipur,487250,,
9574,1/9/2021,Manipur,488690,,
9575,1/10/2021,Manipur,489754,,
9576,1/11/2021,Manipur,490599,,
9577,1/12/2021,Manipur,491958,,
9578,1/13/2021,Manipur,493542,,
9579,1/14/2021,Manipur,494623,,
9580,1/15/2021,Manipur,495868,,
9581,1/16/2021,Manipur,496918,,
9582,1/17/2021,Manipur,498157,,
9583,1/18/2021,Manipur,498979,,
9584,1/19/2021,Manipur,499989,,
9585,1/20/2021,Manipur,501237,,
9586,1/21/2021,Manipur,502426,,
9587,1/22/2021,Manipur,503678,,
9588,1/23/2021,Manipur,504829,,
9589,1/24/2021,Manipur,505699,,
9590,1/25/2021,Manipur,506991,,
9591,1/26/2021,Manipur,508273,,
9592,1/27/2021,Manipur,509108,,
9593,1/28/2021,Manipur,510714,,
9594,1/29/2021,Manipur,511987,,
9595,1/30/2021,Manipur,513812,,
9596,1/31/2021,Manipur,515122,,
9597,2/2/2021,Manipur,517553,,
9598,2/3/2021,Manipur,518960,,
9599,2/4/2021,Manipur,520516,,
9600,2/5/2021,Manipur,521834,,
9601,2/6/2021,Manipur,523291,,
9602,2/7/2021,Manipur,524987,,
9603,2/8/2021,Manipur,525613,,
9604,2/9/2021,Manipur,527458,,
9605,2/10/2021,Manipur,529293,,
9606,2/11/2021,Manipur,530329,,
9607,2/12/2021,Manipur,531521,,
9608,2/13/2021,Manipur,532806,,
9609,2/14/2021,Manipur,533846,,
9610,2/15/2021,Manipur,535045,,
9611,2/16/2021,Manipur,536243,,
9612,2/17/2021,Manipur,537514,,
9613,2/18/2021,Manipur,538938,,
9614,2/19/2021,Manipur,540337,,
9615,2/20/2021,Manipur,541446,,
9616,2/21/2021,Manipur,542337,,
9617,2/22/2021,Manipur,543414,,
9618,2/23/2021,Manipur,544506,,
9619,2/24/2021,Manipur,545722,,
9620,2/25/2021,Manipur,546862,,
9621,2/26/2021,Manipur,547871,,
9622,2/27/2021,Manipur,548903,,
9623,2/28/2021,Manipur,549740,,
9624,3/1/2021,Manipur,550326,,
9625,3/2/2021,Manipur,551409,,
9626,3/3/2021,Manipur,552172,,
9627,3/4/2021,Manipur,553091,,
9628,3/6/2021,Manipur,555138,,
9629,3/7/2021,Manipur,556094,,
9630,3/11/2021,Manipur,560456,,
9631,3/12/2021,Manipur,561270,,
9632,3/13/2021,Manipur,562200,,
9633,3/14/2021,Manipur,562916,,
9634,3/15/2021,Manipur,563479,,
9635,3/16/2021,Manipur,564419,,
9636,3/17/2021,Manipur,565579,,
9637,3/18/2021,Manipur,566178,,
9638,3/19/2021,Manipur,567126,,
9639,3/20/2021,Manipur,568085,,
9640,3/21/2021,Manipur,568814,,
9641,3/22/2021,Manipur,569545,,
9642,3/23/2021,Manipur,570546,,
9643,3/24/2021,Manipur,571447,,
9644,3/25/2021,Manipur,572332,,
9645,3/26/2021,Manipur,573075,,
9646,3/27/2021,Manipur,573820,,
9647,3/28/2021,Manipur,574525,,
9648,3/29/2021,Manipur,574884,,
9649,3/30/2021,Manipur,575412,,
9650,3/31/2021,Manipur,576140,,
9651,4/1/2021,Manipur,577082,,
9652,4/2/2021,Manipur,577941,,
9653,4/3/2021,Manipur,578877,,
9654,4/4/2021,Manipur,580265,,
9655,4/5/2021,Manipur,581304,,
9656,4/6/2021,Manipur,582439,,
9657,4/7/2021,Manipur,583322,,
9658,4/8/2021,Manipur,584391,,
9659,4/9/2021,Manipur,585041,,
9660,4/10/2021,Manipur,586090,,
9661,4/11/2021,Manipur,586817,,
9662,4/12/2021,Manipur,587729,,
9663,4/13/2021,Manipur,588540,,
9664,4/14/2021,Manipur,589389,,
9665,4/15/2021,Manipur,590238,,
9666,4/16/2021,Manipur,591431,,
9667,4/17/2021,Manipur,592588,,
9668,4/18/2021,Manipur,593783,,
9669,4/19/2021,Manipur,594750,,
9670,4/20/2021,Manipur,596703,,
9671,4/21/2021,Manipur,598268,,
9672,4/22/2021,Manipur,599801,,
9673,4/23/2021,Manipur,601600,,
9674,4/24/2021,Manipur,602832,,
9675,4/25/2021,Manipur,604620,,
9676,4/26/2021,Manipur,605708,,
9677,4/27/2021,Manipur,607553,,
9678,4/28/2021,Manipur,609910,,
9679,4/29/2021,Manipur,612489,,
9680,4/30/2021,Manipur,614444,,
9681,5/1/2021,Manipur,616666,,
9682,5/2/2021,Manipur,618926,,
9683,5/3/2021,Manipur,621082,,
9684,5/4/2021,Manipur,623555,,
9685,5/5/2021,Manipur,625498,,
9686,5/6/2021,Manipur,627856,,
9687,5/7/2021,Manipur,631277,,
9688,5/8/2021,Manipur,634101,,
9689,5/9/2021,Manipur,637265,,
9690,5/10/2021,Manipur,639778,,
9691,5/11/2021,Manipur,643220,,
9692,5/12/2021,Manipur,646740,,
9693,5/13/2021,Manipur,650507,,
9694,5/14/2021,Manipur,653736,,
9695,5/15/2021,Manipur,657167,,
9696,5/16/2021,Manipur,660531,,
9697,5/17/2021,Manipur,663079,,
9698,5/18/2021,Manipur,666280,,
9699,5/19/2021,Manipur,669375,,
9700,5/20/2021,Manipur,672488,,
9701,5/21/2021,Manipur,675645,,
9702,5/22/2021,Manipur,678808,,
9703,5/23/2021,Manipur,682417,,
9704,5/24/2021,Manipur,685017,,
9705,5/25/2021,Manipur,688805,,
9706,5/26/2021,Manipur,692880,,
9707,5/27/2021,Manipur,697178,,
9708,5/28/2021,Manipur,701485,,
9709,5/29/2021,Manipur,706385,,
9710,5/30/2021,Manipur,712778,,
9711,5/31/2021,Manipur,717426,,
9712,6/1/2021,Manipur,723146,,
9713,6/2/2021,Manipur,730078,,
9714,6/3/2021,Manipur,735845,,
9715,6/4/2021,Manipur,743534,,
9716,6/5/2021,Manipur,751763,,
9717,6/6/2021,Manipur,760536,,
9718,6/7/2021,Manipur,765523,,
9719,6/8/2021,Manipur,774451,,
9720,6/9/2021,Manipur,783395,,
9721,6/10/2021,Manipur,792403,,
9722,6/11/2021,Manipur,800223,,
9723,6/12/2021,Manipur,808181,,
9724,6/13/2021,Manipur,813240,,
9725,6/14/2021,Manipur,818497,,
9726,6/15/2021,Manipur,826571,,
9727,6/16/2021,Manipur,835063,,
9728,6/17/2021,Manipur,840947,,
9729,6/18/2021,Manipur,846789,,
9730,6/19/2021,Manipur,852662,,
9731,6/20/2021,Manipur,857153,,
9732,6/21/2021,Manipur,859425,,
9733,6/22/2021,Manipur,864216,,
9734,6/23/2021,Manipur,869552,,
9735,6/24/2021,Manipur,873826,,
9736,6/25/2021,Manipur,878417,,
9737,6/26/2021,Manipur,882933,,
9738,6/27/2021,Manipur,888118,,
9739,6/28/2021,Manipur,892611,,
9740,6/29/2021,Manipur,896997,,
9741,6/30/2021,Manipur,901999,,
9742,7/1/2021,Manipur,906459,,
9743,7/2/2021,Manipur,911276,,
9744,7/3/2021,Manipur,915719,,
9745,7/4/2021,Manipur,920039,,
9746,7/5/2021,Manipur,923243,,
9747,7/6/2021,Manipur,928312,,
