S_no,Date,State,TotalSamples,Negative,Positive
8636,12/1/2020,Madhya Pradesh,3779891,3499780,
8637,12/2/2020,Madhya Pradesh,3809683,3528133,
8638,12/3/2020,Madhya Pradesh,3840006,3557006,
8639,12/4/2020,Madhya Pradesh,3869782,3585458,
8640,12/5/2020,Madhya Pradesh,3899734,3614058,
8641,12/6/2020,Madhya Pradesh,3932230,3645099,
8642,12/7/2020,Madhya Pradesh,3961552,3673114,
8643,12/8/2020,Madhya Pradesh,3991537,3701754,
8644,12/9/2020,Madhya Pradesh,4021034,3729979,
8645,12/10/2020,Madhya Pradesh,4052754,3760380,
8646,12/11/2020,Madhya Pradesh,4082106,3788510,
8647,12/12/2020,Madhya Pradesh,4111413,3816535,
8648,12/13/2020,Madhya Pradesh,4138744,3842685,
8649,12/14/2020,Madhya Pradesh,4165575,3868458,
8650,12/15/2020,Madhya Pradesh,4193126,3894936,
8651,12/16/2020,Madhya Pradesh,4222445,3923176,
8652,12/17/2020,Madhya Pradesh,4253128,3952698,
8653,12/18/2020,Madhya Pradesh,4283008,3981397,
8654,12/19/2020,Madhya Pradesh,4310531,4007835,
8655,12/20/2020,Madhya Pradesh,4339056,4035291,
8656,12/21/2020,Madhya Pradesh,4365507,4060707,
8657,12/22/2020,Madhya Pradesh,4393989,4088184,
8658,12/23/2020,Madhya Pradesh,4420566,4113754,
8659,12/24/2020,Madhya Pradesh,4449846,4141996,
8660,12/25/2020,Madhya Pradesh,4479202,4113671,
8661,12/26/2020,Madhya Pradesh,4505014,4138477,
8662,12/27/2020,Madhya Pradesh,4531859,4164376,
8663,12/28/2020,Madhya Pradesh,4558039,4189680,
8664,12/29/2020,Madhya Pradesh,4586846,4217634,
8665,12/30/2020,Madhya Pradesh,4613927,4243849,
8666,12/31/2020,Madhya Pradesh,4641648,4270726,
8667,1/1/2021,Madhya Pradesh,4670398,4298696,
8668,1/2/2021,Madhya Pradesh,4696542,4324109,
8669,1/3/2021,Madhya Pradesh,4722727,4349570,
8670,1/4/2021,Madhya Pradesh,4747752,4373974,
8671,1/5/2021,Madhya Pradesh,4774127,4399678,
8672,1/6/2021,Madhya Pradesh,4800862,4425683,
8673,1/7/2021,Madhya Pradesh,4827887,4451934,
8674,1/8/2021,Madhya Pradesh,4853211,4476644,
8675,1/9/2021,Madhya Pradesh,4877414,4500306,
8676,1/10/2021,Madhya Pradesh,4902643,4524915,
8677,1/11/2021,Madhya Pradesh,4925860,4547647,
8678,1/12/2021,Madhya Pradesh,4949929,4571245,
8679,1/13/2021,Madhya Pradesh,4974209,4595069,
8680,1/14/2021,Madhya Pradesh,4998536,4618976,
8681,1/15/2021,Madhya Pradesh,5021899,4641548,
8682,1/16/2021,Madhya Pradesh,5045476,4664760,
8683,1/17/2021,Madhya Pradesh,5069292,4688221,
8684,1/18/2021,Madhya Pradesh,5089741,4708366,
8685,1/19/2021,Madhya Pradesh,5112431,4730752,
8686,1/20/2021,Madhya Pradesh,5134816,4752857,
8687,1/21/2021,Madhya Pradesh,5159595,4777335,
8688,1/22/2021,Madhya Pradesh,5185843,4803236,
8689,1/23/2021,Madhya Pradesh,5210434,4827536,
8690,1/24/2021,Madhya Pradesh,5234493,4851343,
8691,1/25/2021,Madhya Pradesh,5255105,4871755,
8692,1/26/2021,Madhya Pradesh,5274424,4890856,
8693,1/27/2021,Madhya Pradesh,5290847,4907084,
8694,1/28/2021,Madhya Pradesh,5307095,4923106,
8695,1/29/2021,Madhya Pradesh,5325107,4940947,
8696,1/30/2021,Madhya Pradesh,5343762,4959383,
8697,1/31/2021,Madhya Pradesh,5361905,4977300,
8698,2/1/2021,Madhya Pradesh,5376922,4992166,
8699,2/2/2021,Madhya Pradesh,5392076,5007152,
8700,2/3/2021,Madhya Pradesh,5405789,5020607,
8701,2/4/2021,Madhya Pradesh,5420927,5035579,
8702,2/5/2021,Madhya Pradesh,5437590,5052080,
8703,2/6/2021,Madhya Pradesh,5454653,5068946,
8704,2/7/2021,Madhya Pradesh,5470099,5084208,
8705,2/8/2021,Madhya Pradesh,5483588,5097504,
8706,2/9/2021,Madhya Pradesh,5498870,5112619,
8707,2/10/2021,Madhya Pradesh,5513312,5126920,
8708,2/11/2021,Madhya Pradesh,5528920,5142359,
8709,2/12/2021,Madhya Pradesh,5545444,5158722,
8710,2/13/2021,Madhya Pradesh,5561115,5174199,
8711,2/14/2021,Madhya Pradesh,5575913,5188774,
8712,2/15/2021,Madhya Pradesh,5589287,5201945,
8713,2/16/2021,Madhya Pradesh,5603016,5215441,
8714,2/17/2021,Madhya Pradesh,5618355,5230529,
8715,2/18/2021,Madhya Pradesh,5632931,5244864,
8716,2/19/2021,Madhya Pradesh,5647841,5259477,
8717,2/20/2021,Madhya Pradesh,5662175,5273554,
8718,2/21/2021,Madhya Pradesh,5677009,5288089,
8719,2/22/2021,Madhya Pradesh,5690292,5301078,
8720,2/23/2021,Madhya Pradesh,5704677,5315215,
8721,2/24/2021,Madhya Pradesh,5719677,5329871,
8722,2/25/2021,Madhya Pradesh,5735516,5345342,
8723,2/26/2021,Madhya Pradesh,5751586,5361080,
8724,2/27/2021,Madhya Pradesh,5769798,5378902,
8725,2/28/2021,Madhya Pradesh,5786018,5394759,
8726,3/1/2021,Madhya Pradesh,5798862,5407267,
8727,3/2/2021,Madhya Pradesh,5813881,5421955,
8728,3/3/2021,Madhya Pradesh,5830433,5438090,
8729,3/4/2021,Madhya Pradesh,5846420,5453637,
8730,3/5/2021,Madhya Pradesh,5863341,5470101,
8731,3/6/2021,Madhya Pradesh,5878898,5485191,
8732,3/7/2021,Madhya Pradesh,5895675,5501539,
8733,3/8/2021,Madhya Pradesh,5911698,5517135,
8734,3/9/2021,Madhya Pradesh,5926584,5531564,
8735,3/10/2021,Madhya Pradesh,5943219,5547683,
8736,3/11/2021,Madhya Pradesh,5959169,5563103,
8737,3/12/2021,Madhya Pradesh,5973547,5576878,
8738,3/13/2021,Madhya Pradesh,5989587,5592243,
8739,3/14/2021,Madhya Pradesh,6006068,5607981,
8740,3/15/2021,Madhya Pradesh,6020673,5621789,
8741,3/16/2021,Madhya Pradesh,6036361,5636660,
8742,3/17/2021,Madhya Pradesh,6053348,5652815,
8743,3/18/2021,Madhya Pradesh,6071681,5670231,
8744,3/19/2021,Madhya Pradesh,6092451,5689861,
8745,3/20/2021,Madhya Pradesh,6117146,5713248,
8746,3/21/2021,Madhya Pradesh,6140126,5734906,
8747,3/22/2021,Madhya Pradesh,6165931,5759363,
8748,3/23/2021,Madhya Pradesh,6189017,5780947,
8749,3/24/2021,Madhya Pradesh,6214522,5804740,
8750,3/25/2021,Madhya Pradesh,6241824,5830157,
8751,3/26/2021,Madhya Pradesh,6270328,5856570,
8752,3/27/2021,Madhya Pradesh,6297029,5881129,
8753,3/28/2021,Madhya Pradesh,6322512,5904336,
8754,3/29/2021,Madhya Pradesh,6345761,5925262,
8755,3/30/2021,Madhya Pradesh,6366180,5943508,
8756,3/31/2021,Madhya Pradesh,6389064,5964060,
8757,4/1/2021,Madhya Pradesh,6414720,5987170,
8758,4/2/2021,Madhya Pradesh,6441234,6010907,
8759,4/3/2021,Madhya Pradesh,6468465,6035299,
8760,4/4/2021,Madhya Pradesh,6497170,6060826,
8761,4/5/2021,Madhya Pradesh,6528559,6088817,
8762,4/6/2021,Madhya Pradesh,6562052,6118588,
8763,4/7/2021,Madhya Pradesh,6595471,6147964,
8764,4/8/2021,Madhya Pradesh,6628934,6177103,
8765,4/9/2021,Madhya Pradesh,6666396,6209683,
8766,4/10/2021,Madhya Pradesh,6703934,6242235,
8767,4/11/2021,Madhya Pradesh,6743222,6275584,
8768,4/12/2021,Madhya Pradesh,6781528,6307401,
8769,4/13/2021,Madhya Pradesh,6828054,6344929,
8770,4/14/2021,Madhya Pradesh,6872786,6379941,
8771,4/15/2021,Madhya Pradesh,6920606,6417595,
8772,4/16/2021,Madhya Pradesh,6970509,6456453,
8773,4/17/2021,Madhya Pradesh,7023077,6497752,
8774,4/18/2021,Madhya Pradesh,7076705,6539132,
8775,4/19/2021,Madhya Pradesh,7127647,6577177,
8776,4/20/2021,Madhya Pradesh,7179032,6615835,
8777,4/21/2021,Madhya Pradesh,7233580,6657276,
8778,4/22/2021,Madhya Pradesh,7284554,6695866,
8779,4/23/2021,Madhya Pradesh,7341730,6739452,
8780,4/24/2021,Madhya Pradesh,7397609,6782413,
8781,4/25/2021,Madhya Pradesh,7456701,6827904,
8782,4/26/2021,Madhya Pradesh,7511683,6870200,
8783,4/27/2021,Madhya Pradesh,7570860,6915960,
8784,4/28/2021,Madhya Pradesh,7629555,6961958,
8785,4/29/2021,Madhya Pradesh,7689004,7008584,
8786,4/30/2021,Madhya Pradesh,7747712,7054892,
8787,5/1/2021,Madhya Pradesh,7808547,7103348,
8788,5/2/2021,Madhya Pradesh,7869034,7151173,
8789,5/3/2021,Madhya Pradesh,7926482,7198559,
8790,5/4/2021,Madhya Pradesh,7992536,7250377,
8791,5/5/2021,Madhya Pradesh,8058819,7304323,
8792,5/6/2021,Madhya Pradesh,8126921,7360004,
8793,5/7/2021,Madhya Pradesh,8192183,7413558,
8794,5/8/2021,Madhya Pradesh,8258708,7468485,
8795,5/9/2021,Madhya Pradesh,8323990,7522716,
8796,5/10/2021,Madhya Pradesh,8385520,7574531,
8797,5/11/2021,Madhya Pradesh,8451536,7630793,
8798,5/12/2021,Madhya Pradesh,8516213,7686500,
8799,5/13/2021,Madhya Pradesh,8582419,7744287,
8800,5/14/2021,Madhya Pradesh,8650770,7804551,
8801,5/15/2021,Madhya Pradesh,8710274,7865484,
8802,5/16/2021,Madhya Pradesh,8785791,7924895,
8803,5/17/2021,Madhya Pradesh,8850532,7983715,
8804,5/18/2021,Madhya Pradesh,8919986,8047757,
8805,5/19/2021,Madhya Pradesh,8992742,8115448,
8806,5/20/2021,Madhya Pradesh,9070235,8187989,
8807,5/21/2021,Madhya Pradesh,9148503,8261873,
8808,5/22/2021,Madhya Pradesh,9228240,,
8809,5/23/2021,Madhya Pradesh,9307323,,
8810,5/24/2021,Madhya Pradesh,9383233,,
8811,5/25/2021,Madhya Pradesh,9454649,,
8812,5/26/2021,Madhya Pradesh,9524844,,
8813,5/27/2021,Madhya Pradesh,9594450,,
8814,5/28/2021,Madhya Pradesh,9666660,,
8815,5/29/2021,Madhya Pradesh,9742593,,
8816,5/30/2021,Madhya Pradesh,9821030,,
8817,5/31/2021,Madhya Pradesh,9896447,,
8818,6/1/2021,Madhya Pradesh,9966096,,
8819,6/2/2021,Madhya Pradesh,10045890,,
8820,6/3/2021,Madhya Pradesh,10124379,,
8821,6/4/2021,Madhya Pradesh,10204296,,
8822,6/5/2021,Madhya Pradesh,10286108,,
8823,6/6/2021,Madhya Pradesh,10367744,,
8824,6/7/2021,Madhya Pradesh,10442778,,
8825,6/8/2021,Madhya Pradesh,10518760,,
8826,6/9/2021,Madhya Pradesh,10595870,,
8827,6/10/2021,Madhya Pradesh,10672339,,
8828,6/11/2021,Madhya Pradesh,10751600,,
8829,6/12/2021,Madhya Pradesh,10829438,,
8830,6/13/2021,Madhya Pradesh,10906318,,
8831,6/14/2021,Madhya Pradesh,10975520,,
8832,6/15/2021,Madhya Pradesh,11045834,,
8833,6/16/2021,Madhya Pradesh,11117921,,
8834,6/17/2021,Madhya Pradesh,11191553,,
8835,6/18/2021,Madhya Pradesh,11262974,,
8836,6/19/2021,Madhya Pradesh,11334517,,
8837,6/20/2021,Madhya Pradesh,11403065,,
8838,6/21/2021,Madhya Pradesh,11468113,,
8839,6/22/2021,Madhya Pradesh,11532528,,
8840,6/23/2021,Madhya Pradesh,11598397,,
8841,6/24/2021,Madhya Pradesh,11666850,,
8842,6/25/2021,Madhya Pradesh,11735798,,
8843,6/26/2021,Madhya Pradesh,11804713,,
8844,6/27/2021,Madhya Pradesh,11873731,,
8845,6/28/2021,Madhya Pradesh,11937101,,
8846,6/29/2021,Madhya Pradesh,12004205,,
8847,6/30/2021,Madhya Pradesh,12075742,,
8848,7/1/2021,Madhya Pradesh,12150837,,
8849,7/2/2021,Madhya Pradesh,12225177,,
8850,7/3/2021,Madhya Pradesh,12299236,,
8851,7/4/2021,Madhya Pradesh,12373136,,
8852,7/5/2021,Madhya Pradesh,12440059,,
8853,7/6/2021,Madhya Pradesh,12512247,,
8854,7/7/2021,Madhya Pradesh,12655471,,790070
8855,7/8/2021,Madhya Pradesh,12731932,,
8856,7/9/2021,Madhya Pradesh,12806933,,
8857,7/10/2021,Madhya Pradesh,12882976,,
8858,7/11/2021,Madhya Pradesh,12956135,,
8859,7/12/2021,Madhya Pradesh,13019105,,
8860,7/13/2021,Madhya Pradesh,13096671,,
8861,7/14/2021,Madhya Pradesh,13175353,,791594
8862,7/15/2021,Madhya Pradesh,13252767,,791614
8863,7/16/2021,Madhya Pradesh,13331081,,791629
8864,7/17/2021,Madhya Pradesh,13408288,,791640
8865,7/18/2021,Madhya Pradesh,13484070,,791658
8866,7/19/2021,Madhya Pradesh,13549234,,791670
8867,7/20/2021,Madhya Pradesh,13628509,,780987
8868,7/21/2021,Madhya Pradesh,13708788,,791704
8869,7/22/2021,Madhya Pradesh,13777331,,
8870,7/23/2021,Madhya Pradesh,13853243,,791732
8871,7/24/2021,Madhya Pradesh,13927528,,
8872,7/25/2021,Madhya Pradesh,13999557,,
8873,7/26/2021,Madhya Pradesh,14061460,,
8874,7/27/2021,Madhya Pradesh,14136097,,
8875,7/28/2021,Madhya Pradesh,14209454,,
8876,7/29/2021,Madhya Pradesh,14283842,,
8877,7/30/2021,Madhya Pradesh,14355902,,
8878,7/31/2021,Madhya Pradesh,14427356,,
8879,8/1/2021,Madhya Pradesh,14500009,,
8880,8/2/2021,Madhya Pradesh,14563717,,
8881,8/3/2021,Madhya Pradesh,14637303,,
8882,8/4/2021,Madhya Pradesh,14712542,,
8883,8/5/2021,Madhya Pradesh,14788621,,
8884,8/6/2021,Madhya Pradesh,14864977,,
8885,8/7/2021,Madhya Pradesh,14939051,,
8886,8/8/2021,Madhya Pradesh,15011979,,
8887,8/9/2021,Madhya Pradesh,15075376,,
8888,8/10/2021,Madhya Pradesh,15144644,,
8889,4/5/2020,Maharashtra,16008,14837,
8890,4/6/2020,Maharashtra,17563,15808,868
8891,4/7/2020,Maharashtra,20877,19290,1018
8892,4/9/2020,Maharashtra,20877,19290,868
8893,4/10/2020,Maharashtra,30000,28865,1135
8894,4/11/2020,Maharashtra,31841,30477,1761
8895,4/12/2020,Maharashtra,35668,34094,1761
8896,4/13/2020,Maharashtra,39725,37964,1996
8897,4/14/2020,Maharashtra,41071,39089,2340
8898,4/15/2020,Maharashtra,45142,42808,2690
8899,4/16/2020,Maharashtra,50882,48198,2916
8900,4/17/2020,Maharashtra,55678,52762,3204
8901,4/18/2020,Maharashtra,60166,56964,3323
8902,4/19/2020,Maharashtra,66796,63476,3651
8903,4/20/2020,Maharashtra,71321,67673,4204
8904,4/21/2020,Maharashtra,75838,71638,4676
8905,4/22/2020,Maharashtra,82304,77638,5229
8906,4/23/2020,Maharashtra,89197,83979,5218
8907,4/24/2020,Maharashtra,95210,89561,6427
8908,4/25/2020,Maharashtra,100912,94485,6817
8909,4/26/2020,Maharashtra,107979,101162,7928
8910,4/27/2020,Maharashtra,115147,107519,8068
8911,4/28/2020,Maharashtra,120620,112552,8590
8912,4/29/2020,Maharashtra,128726,120136,9318
8913,4/30/2020,Maharashtra,135694,126376,9915
8914,5/1/2020,Maharashtra,144159,134244,10498
8915,5/2/2020,Maharashtra,151085,140587,11506
8916,5/3/2020,Maharashtra,159754,148248,12296
8917,5/4/2020,Maharashtra,168374,156078,12974
8918,5/5/2020,Maharashtra,175323,162349,14541
8919,5/6/2020,Maharashtra,181746,167205,15525
8920,5/7/2020,Maharashtra,189220,173838,16758
8921,5/8/2020,Maharashtra,200477,183862,17974
8922,5/9/2020,Maharashtra,210174,192197,19063
8923,5/10/2020,Maharashtra,225524,206481,20228
8924,5/11/2020,Maharashtra,218914,193457,23401
8925,5/12/2020,Maharashtra,222284,196165,23401
8926,5/13/2020,Maharashtra,231061,203536,24427
8927,5/14/2020,Maharashtra,240482,211082,25922
8928,5/15/2020,Maharashtra,250898,219635,27524
8929,5/16/2020,Maharashtra,261815,228956,29100
8930,5/17/2020,Maharashtra,274040,238476,30706
8931,5/18/2020,Maharashtra,282437,245512,33053
8932,5/19/2020,Maharashtra,294272,255065,35058
8933,5/20/2020,Maharashtra,307535,265872,37136
8934,5/21/2020,Maharashtra,319921,276369,39297
8935,5/22/2020,Maharashtra,333087,286157,41642
8936,5/23/2020,Maharashtra,348932,299107,44582
8937,5/24/2020,Maharashtra,363470,310565,47190
8938,5/25/2020,Maharashtra,379185,323937,50231
8939,5/26/2020,Maharashtra,390757,333468,52667
8940,5/27/2020,Maharashtra,405020,345151,54758
8941,5/28/2020,Maharashtra,420473,358253,56948
8942,5/29/2020,Maharashtra,434565,369442,59546
8943,5/30/2020,Maharashtra,448661,380425,62228
8944,5/31/2020,Maharashtra,463177,392516,65168
8945,6/1/2020,Maharashtra,472344,399419,67655
8946,6/2/2020,Maharashtra,484784,409178,70013
8947,6/3/2020,Maharashtra,498577,420644,72300
8948,6/4/2020,Maharashtra,511136,430100,74860
8949,6/5/2020,Maharashtra,524002,440445,77793
8950,6/6/2020,Maharashtra,538009,451764,80229
8951,6/7/2020,Maharashtra,553063,463723,82968
8952,6/8/2020,Maharashtra,565290,473588,85975
8953,6/9/2020,Maharashtra,579294,485144,88528
8954,6/10/2020,Maharashtra,595282,497990,90787
8955,6/11/2020,Maharashtra,610790,509990,94041
8956,6/12/2020,Maharashtra,626521,521942,97648
8957,6/13/2020,Maharashtra,643057,535252,101141
8958,6/14/2020,Maharashtra,659481,548250,104568
8959,6/15/2020,Maharashtra,671348,557161,107958
8960,6/16/2020,Maharashtra,686488,569863,110744
8961,6/18/2020,Maharashtra,719637,595843,123794
8962,6/19/2020,Maharashtra,737597,609968,120504
8963,6/20/2020,Maharashtra,756809,624869,124331
8964,6/21/2020,Maharashtra,775958,639731,128205
8965,6/22/2020,Maharashtra,789016,649446,132075
8966,6/23/2020,Maharashtra,804726,662098,142628
8967,6/24/2020,Maharashtra,826139,679328,146811
8968,6/25/2020,Maharashtra,850410,698587,151823
8969,6/26/2020,Maharashtra,873570,717113,156457
8970,6/27/2020,Maharashtra,900423,738255,162168
8971,6/28/2020,Maharashtra,926934,758546,168388
8972,6/29/2020,Maharashtra,946518,773291,173227
8973,6/30/2020,Maharashtra,970161,792216,177945
8974,7/1/2020,Maharashtra,995343,811657,183686
8975,7/2/2020,Maharashtra,1023296,833225,190071
8976,7/3/2020,Maharashtra,1052643,856238,196405
8977,7/4/2020,Maharashtra,1085160,881344,203816
8978,7/5/2020,Maharashtra,1116112,905891,210221
8979,7/6/2020,Maharashtra,1138706,922627,216079
8980,7/7/2020,Maharashtra,1164860,944044,220816
8981,7/8/2020,Maharashtra,1194565,966881,227684
8982,7/9/2020,Maharashtra,1225831,990978,234853
8983,7/10/2020,Maharashtra,1257564,1014697,242867
8984,7/11/2020,Maharashtra,1289325,1037883,251442
8985,7/12/2020,Maharashtra,1321715,1062678,259037
8986,7/13/2020,Maharashtra,1345128,1079404,265724
8987,7/14/2020,Maharashtra,1376203,1103811,272392
8988,7/15/2020,Maharashtra,1413185,1132434,280751
8989,7/16/2020,Maharashtra,1450129,1161433,288696
8990,7/17/2020,Maharashtra,1487738,1190958,296780
8991,7/18/2020,Maharashtra,1526037,1220496,305541
8992,7/19/2020,Maharashtra,1568229,1252842,315387
8993,7/20/2020,Maharashtra,1603802,1279592,324210
8994,7/21/2020,Maharashtra,1643981,1311150,332831
8995,7/22/2020,Maharashtra,1691546,1348610,342936
8996,7/23/2020,Maharashtra,1741992,1389232,352760
8997,7/24/2020,Maharashtra,1790610,1428194,362416
8998,7/25/2020,Maharashtra,1840445,1468714,371731
8999,7/26/2020,Maharashtra,1890256,1508804,381452
9000,7/27/2020,Maharashtra,1928333,1538461,389872
9001,7/28/2020,Maharashtra,1972346,1574833,397513
9002,7/29/2020,Maharashtra,2021437,1613560,407877
9003,7/30/2020,Maharashtra,2075528,1656194,419334
9004,7/31/2020,Maharashtra,2133720,1705036,428684
9005,8/1/2020,Maharashtra,2198423,1759503,438920
9006,8/2/2020,Maharashtra,2260160,1811742,448418
9007,8/3/2020,Maharashtra,2301514,1844038,457476
9008,8/4/2020,Maharashtra,2354414,1888263,466151
9009,8/5/2020,Maharashtra,2418299,1941132,477167
9010,8/6/2020,Maharashtra,2492194,2003524,488670
9011,8/7/2020,Maharashtra,2574594,2074571,500023
9012,8/8/2020,Maharashtra,2654681,2141453,513228
9013,8/9/2020,Maharashtra,2730285,2204204,526081
9014,8/10/2020,Maharashtra,2776849,2241214,535635
9015,8/11/2020,Maharashtra,2841240,2294458,546782
9016,8/12/2020,Maharashtra,2913686,2353630,560056
9017,8/13/2020,Maharashtra,2981077,2409582,571495
9018,8/14/2020,Maharashtra,3049468,2464684,584784
9019,8/15/2020,Maharashtra,3115716,2519062,596654
9020,8/16/2020,Maharashtra,3165550,2557919,607631
9021,8/17/2020,Maharashtra,3208735,2592249,616486
9022,8/18/2020,Maharashtra,3267625,2641156,626469
9023,8/19/2020,Maharashtra,3343052,2701358,641694
9024,8/20/2020,Maharashtra,3419643,2763170,656473
9025,8/21/2020,Maharashtra,3498166,2826129,672037
9026,8/22/2020,Maharashtra,3575566,2887721,687845
9027,8/23/2020,Maharashtra,3621321,2923183,698138
9028,8/24/2020,Maharashtra,3667937,2958512,709425
9029,8/25/2020,Maharashtra,3711123,2994256,716867
9030,8/26/2020,Maharashtra,3798306,3063444,734862
9031,8/27/2020,Maharashtra,3868755,3118343,750412
9032,8/28/2020,Maharashtra,3939761,3175205,764556
9033,8/29/2020,Maharashtra,4017175,3236218,780957
9034,8/30/2020,Maharashtra,4092620,3293650,798970
9035,8/31/2020,Maharashtra,4145123,3333326,811797
9036,9/1/2020,Maharashtra,4212148,3391525,820623
9037,9/2/2020,Maharashtra,4288999,3447952,841047
9038,9/3/2020,Maharashtra,4382985,3520973,862012
9039,9/4/2020,Maharashtra,4474971,3592421,882550
9040,9/5/2020,Maharashtra,4565368,3662248,903120
9041,9/6/2020,Maharashtra,4655545,3728267,927278
9042,9/7/2020,Maharashtra,4712017,3768353,943664
9043,9/8/2020,Maharashtra,4792351,3828396,963955
9044,9/9/2020,Maharashtra,4890086,3898872,991214
9045,9/10/2020,Maharashtra,4974558,,
9046,9/11/2020,Maharashtra,5072521,4056840,1015681
9047,9/12/2020,Maharashtra,5164840,4127075,1037765
9048,9/13/2020,Maharashtra,5253676,4193368,1060308
9049,9/14/2020,Maharashtra,5321116,4243742,1077374
9050,9/15/2020,Maharashtra,5409060,4311204,1097856
9051,9/16/2020,Maharashtra,5506276,4385055,1121221
9052,9/17/2020,Maharashtra,5604890,4459050,1145840
9053,9/18/2020,Maharashtra,5693345,4525849,1167496
9054,9/19/2020,Maharashtra,5786147,4598132,1188015
9055,9/20/2020,Maharashtra,5872241,4663599,1208642
9056,9/21/2020,Maharashtra,5912258,4687878,1224380
9057,9/22/2020,Maharashtra,6017284,4774514,1242770
9058,9/23/2020,Maharashtra,6106787,4842988,1263799
9059,9/24/2020,Maharashtra,6190389,4907426,1282963
9060,9/25/2020,Maharashtra,6280788,4980031,1300757
9061,9/26/2020,Maharashtra,6376676,5055500,1321176
9062,9/27/2020,Maharashtra,6565649,5226417,1339232
9063,9/28/2020,Maharashtra,6622384,5271231,1351153
9064,9/29/2020,Maharashtra,6698024,5331895,1366129
9065,9/30/2020,Maharashtra,6785205,5400759,1384446
9066,10/1/2020,Maharashtra,6875451,5474529,1400922
9067,10/2/2020,Maharashtra,6960203,5543690,1416513
9068,10/3/2020,Maharashtra,7035296,5604435,1430861
9069,10/4/2020,Maharashtra,7111204,5667795,1443409
9070,10/5/2020,Maharashtra,7169887,5716234,1453653
9071,10/6/2020,Maharashtra,7241376,5775465,1465911
9072,10/7/2020,Maharashtra,7324188,5843699,1480489
9073,10/8/2020,Maharashtra,7404231,5910347,1493884
9074,10/9/2020,Maharashtra,7487383,5981365,1506018
9075,10/10/2020,Maharashtra,7569447,6052013,1517434
9076,10/11/2020,Maharashtra,7643584,6115358,1528226
9077,10/12/2020,Maharashtra,7697906,6162591,1535315
9078,10/13/2020,Maharashtra,7762005,6218168,1543837
9079,10/14/2020,Maharashtra,7838318,6283929,1554389
9080,10/15/2020,Maharashtra,7914651,6350036,1564615
9081,10/16/2020,Maharashtra,7989693,6413631,1576062
9082,10/17/2020,Maharashtra,8069100,6482779,1586321
9083,10/18/2020,Maharashtra,8139466,6544085,1595381
9084,10/19/2020,Maharashtra,8185778,,
9085,10/20/2020,Maharashtra,8251234,6641718,1609516
9086,10/21/2020,Maharashtra,8327493,,
9087,10/22/2020,Maharashtra,8402559,,
9088,10/23/2020,Maharashtra,8479155,,1632544
9089,10/24/2020,Maharashtra,8548036,,1638961
9090,10/25/2020,Maharashtra,8608928,,
9091,10/26/2020,Maharashtra,8645195,,
9092,10/27/2020,Maharashtra,8700033,,
9093,10/28/2020,Maharashtra,8768879,,
9094,10/29/2020,Maharashtra,8837133,,
9095,10/30/2020,Maharashtra,8906826,,
9096,10/31/2020,Maharashtra,8967403,,
9097,11/1/2020,Maharashtra,9024871,,
9098,11/2/2020,Maharashtra,9065168,,
9099,11/3/2020,Maharashtra,9120515,,
9100,11/4/2020,Maharashtra,9185838,,
9101,11/5/2020,Maharashtra,9250254,,
9102,11/6/2020,Maharashtra,9318544,,
9103,11/7/2020,Maharashtra,9378531,,
9104,11/8/2020,Maharashtra,9440535,,
9105,11/9/2020,Maharashtra,9482940,,
9106,11/10/2020,Maharashtra,9536182,,
9107,11/11/2020,Maharashtra,9600328,,
9108,11/12/2020,Maharashtra,9664275,,
9109,11/13/2020,Maharashtra,9722961,,
9110,11/16/2020,Maharashtra,9722961,,
9111,11/17/2020,Maharashtra,9847478,,
9112,11/18/2020,Maharashtra,9900878,,
9113,11/19/2020,Maharashtra,9965119,,
9114,11/20/2020,Maharashtra,10035665,,
9115,11/21/2020,Maharashtra,10120470,,
9116,11/22/2020,Maharashtra,10213026,,
9117,11/23/2020,Maharashtra,10281543,,
9118,11/24/2020,Maharashtra,10366579,,
9119,11/25/2020,Maharashtra,10456962,,
9120,11/26/2020,Maharashtra,10547333,,
9121,11/27/2020,Maharashtra,10635600,,
9122,11/28/2020,Maharashtra,10722198,,
9123,11/29/2020,Maharashtra,10804422,,
9124,11/30/2020,Maharashtra,10856384,,
9125,12/1/2020,Maharashtra,10915683,,
9126,12/2/2020,Maharashtra,10989496,,
9127,12/3/2020,Maharashtra,11059305,,
9128,12/4/2020,Maharashtra,11132231,,
9129,12/5/2020,Maharashtra,11205118,,
9130,12/6/2020,Maharashtra,11273705,,
9131,12/7/2020,Maharashtra,11318721,,
9132,12/8/2020,Maharashtra,11377074,,
9133,12/9/2020,Maharashtra,11447723,,
9134,12/10/2020,Maharashtra,11502427,,
9135,12/11/2020,Maharashtra,11570137,,
9136,12/12/2020,Maharashtra,11638336,,
9137,12/13/2020,Maharashtra,11702457,,
9138,12/14/2020,Maharashtra,11748362,,
9139,12/15/2020,Maharashtra,11806808,,
9140,12/16/2020,Maharashtra,11871449,,
9141,12/17/2020,Maharashtra,11933956,,
9142,12/18/2020,Maharashtra,11996624,,
9143,12/19/2020,Maharashtra,12059235,,
9144,12/20/2020,Maharashtra,12119196,,
9145,12/21/2020,Maharashtra,12157953,,
9146,12/22/2020,Maharashtra,12212384,,
9147,12/24/2020,Maharashtra,12341204,,
9148,12/25/2020,Maharashtra,12401637,,
9149,12/26/2020,Maharashtra,12451919,,
9150,12/27/2020,Maharashtra,12502554,,
